Accident_Index,Location_Easting_OSGR,Location_Northing_OSGR,Longitude,Latitude,Police_Force,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Date,Day_of_Week,Time,Local_Authority_(District),Local_Authority_(Highway),1st_Road_Class,1st_Road_Number,Road_Type,Speed_limit,Junction_Detail,Junction_Control,2nd_Road_Class,2nd_Road_Number,Pedestrian_Crossing-Human_Control,Pedestrian_Crossing-Physical_Facilities,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Special_Conditions_at_Site,Carriageway_Hazards,Urban_or_Rural_Area,Did_Police_Officer_Attend_Scene_of_Accident,LSOA_of_Accident_Location,Year
201201CP00226,533410,181270,-0.078751,51.514555,48,3,2,1,27/07/2012,6,10:29,570,E09000001,3,1211,Single carriageway,30,,,-1,0,None within 50 metres,non-junction pedestrian crossing,Daylight: Street light present,Fine without high winds,Wet/Damp,None,None,1,Yes,E01000004,2012
201201CP00227,532150,181580,-0.096783,51.517637,48,2,2,1,21/07/2012,7,08:42,570,E09000001,3,1211,Single carriageway,30,,Giveway or uncontrolled,3,1,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01000001,2012
201201CP00228,532930,180820,-0.085834,51.510625,48,3,1,1,26/07/2012,5,17:43,570,E09000001,3,10,Single carriageway,30,,Automatic traffic signal,5,0,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01000004,2012
201201CP00229,532970,180950,-0.085209,51.511783,48,2,1,1,31/07/2012,3,13:10,570,E09000001,3,10,Single carriageway,30,,Automatic traffic signal,5,0,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,None,None,1,No,E01000004,2012
201201CP00230,533120,181640,-0.082788,51.517949,48,3,1,1,13/07/2012,6,20:30,570,E09000001,6,0,Single carriageway,30,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01000004,2012
201201CP00231,532900,180680,-0.086319,51.509373,48,3,1,1,26/07/2012,5,16:55,570,E09000001,3,3211,Single carriageway,30,,Automatic traffic signal,5,0,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01000004,2012
201201CP00232,532880,181200,-0.086411,51.514051,48,3,2,1,31/07/2012,3,00:12,570,E09000001,5,0,Single carriageway,30,,Automatic traffic signal,5,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01000004,2012
201201CP00233,531420,180820,-0.107581,51.510978,48,3,3,1,24/07/2012,3,00:50,570,E09000001,3,3211,Single carriageway,30,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,Other object in carriageway,1,Yes,E01000004,2012
201201CP00234,532870,180690,-0.086747,51.50947,48,3,2,1,24/07/2012,3,13:00,570,E09000001,3,3211,Single carriageway,30,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01000004,2012
201201CP00235,532410,180770,-0.093342,51.510297,48,3,2,2,19/07/2012,5,06:05,570,E09000001,3,300,Single carriageway,30,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01000004,2012
201201CP00236,531420,181560,-0.107305,51.517628,48,3,1,2,19/07/2012,5,19:00,570,E09000001,3,40,Single carriageway,30,,Automatic traffic signal,3,40,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01000004,2012
201201CP00237,531420,180810,-0.107584,51.510888,48,3,2,1,26/07/2012,5,14:23,570,E09000001,3,3211,Single carriageway,30,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01000004,2012
201201CP00238,532760,181110,-0.088173,51.513271,48,3,2,1,17/07/2012,3,14:25,570,E09000001,5,0,Single carriageway,30,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01000004,2012
201201CP00239,533270,181420,-0.080711,51.515936,48,3,1,1,25/07/2012,4,08:15,570,E09000001,3,1211,Single carriageway,30,,Giveway or uncontrolled,3,1211,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,No,E01000004,2012
201201CP00240,532870,180830,-0.086694,51.510729,48,3,2,1,26/07/2012,5,18:30,570,E09000001,3,501,Single carriageway,30,,Automatic traffic signal,5,0,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,None,None,1,No,E01000004,2012
201201CP00241,533300,181630,-0.080199,51.517817,48,3,2,1,03/08/2012,6,14:20,570,E09000001,3,10,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01000004,2012
201201CP00242,533040,180660,-0.08431,51.509161,48,2,1,1,01/08/2012,4,16:15,570,E09000001,3,3211,Single carriageway,30,,Giveway or uncontrolled,5,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01000004,2012
201201CP00243,531660,180930,-0.104083,51.51191,48,2,1,1,02/08/2012,5,11:39,570,E09000001,3,201,Single carriageway,30,,Automatic traffic signal,3,3211,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01000004,2012
201201CP00244,533730,180440,-0.074456,51.507021,48,3,2,1,04/08/2012,7,00:43,570,E09000001,3,100,Single carriageway,30,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01004293,2012
201201CP00247,531640,181060,-0.104323,51.513083,48,3,2,1,03/08/2012,6,10:50,570,E09000001,3,201,Single carriageway,30,,Automatic traffic signal,5,0,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01000004,2012
201201CP00248,533200,181420,-0.081719,51.515953,48,3,1,1,08/08/2012,4,19:04,570,E09000001,3,10,Single carriageway,30,,Automatic traffic signal,3,1211,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01000004,2012
201201CP00249,533520,181350,-0.077136,51.515248,48,3,1,1,08/08/2012,4,13:30,570,E09000001,5,0,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01000005,2012
201201CP00250,531640,180980,-0.104353,51.512364,48,3,2,1,06/08/2012,2,10:45,570,E09000001,3,201,Single carriageway,30,,Giveway or uncontrolled,5,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01000004,2012
201201CP00251,531580,180820,-0.105276,51.51094,48,2,2,1,13/08/2012,2,08:20,570,E09000001,3,3211,Single carriageway,30,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01000004,2012
201201CP00252,532870,180840,-0.08669,51.510818,48,2,1,2,11/08/2012,7,07:20,570,E09000001,5,0,Single carriageway,30,,Automatic traffic signal,3,10,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01000004,2012
201201CP00253,531630,180820,-0.104556,51.510929,48,3,1,1,18/08/2012,7,00:02,570,E09000001,3,201,Single carriageway,30,,Automatic traffic signal,3,3211,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01000004,2012
201201CP00254,533040,181140,-0.084129,51.513474,48,3,1,1,17/08/2012,6,18:30,570,E09000001,3,10,Single carriageway,30,,Automatic traffic signal,5,0,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01000004,2012
201201CP00255,531170,181120,-0.11107,51.513732,48,3,2,1,20/08/2012,2,08:00,570,E09000001,3,4,Single carriageway,30,,Automatic traffic signal,4,400,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01000004,2012
201201CP00257,531370,180820,-0.108301,51.510989,48,3,2,1,20/08/2012,2,08:27,570,E09000001,3,3211,Single carriageway,30,,Automatic traffic signal,5,0,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01000004,2012
201201CP00258,532940,180880,-0.085667,51.511161,48,3,2,1,21/08/2012,3,08:35,570,E09000001,3,10,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,No,E01000004,2012
201201CP00259,532830,180690,-0.087323,51.50948,48,3,3,1,24/08/2012,6,22:30,570,E09000001,3,3,Single carriageway,30,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Wet/Damp,None,None,1,Yes,E01000004,2012
201201CP00260,533050,181140,-0.083985,51.513472,48,3,1,1,30/08/2012,5,09:30,570,E09000001,3,10,Single carriageway,30,,Automatic traffic signal,5,0,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01000004,2012
201201CP00261,533260,180640,-0.081149,51.508929,48,3,2,1,28/08/2012,3,10:30,570,E09000001,3,3211,Single carriageway,30,,Giveway or uncontrolled,3,3211,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01000004,2012
201201CP00262,532100,181830,-0.097409,51.519896,48,3,1,1,21/08/2012,3,18:00,570,E09000001,3,1,Single carriageway,30,,Automatic traffic signal,5,0,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01000001,2012
201201CP00263,533280,181590,-0.080502,51.517462,48,3,1,1,24/08/2012,6,17:05,570,E09000001,3,10,Single carriageway,30,,Automatic traffic signal,6,0,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01000004,2012
201201CP00264,533750,180590,-0.074112,51.508364,48,3,2,1,24/08/2012,6,21:16,570,E09000001,3,100,Single carriageway,30,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Raining without high winds,Wet/Damp,None,None,1,Yes,E01004293,2012
201201CP00265,532430,180820,-0.093035,51.510742,48,3,2,1,01/09/2012,7,22:05,570,E09000001,3,3211,Single carriageway,30,,Automatic traffic signal,3,300,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01000004,2012
201201CP00266,532710,181110,-0.088893,51.513282,48,3,2,1,24/08/2012,6,21:24,570,E09000001,5,0,Single carriageway,30,,Automatic traffic signal,5,0,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lights present and lit,Raining without high winds,Wet/Damp,None,None,1,Yes,E01000004,2012
201201CP00267,531630,181170,-0.104426,51.514074,48,3,2,1,31/08/2012,6,16:00,570,E09000001,5,0,Single carriageway,30,,Automatic traffic signal,3,201,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01000004,2012
201201CP00268,533210,180760,-0.081824,51.510019,48,3,2,1,10/08/2012,6,12:45,570,E09000001,5,0,Single carriageway,30,,Giveway or uncontrolled,5,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01000004,2012
201201CP00269,531630,181170,-0.104426,51.514074,48,3,2,1,27/08/2012,2,12:55,570,E09000001,3,201,Single carriageway,30,,Automatic traffic signal,5,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Unknown,Dry,None,None,1,No,E01000004,2012
201201CP00271,531750,181660,-0.102514,51.51845,48,3,1,1,04/09/2012,3,21:29,570,E09000001,5,0,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01000004,2012
201201CP00272,532480,180800,-0.092322,51.51055,48,2,2,3,03/09/2012,2,15:25,570,E09000001,3,3211,Single carriageway,30,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01000004,2012
201201CP00273,533380,181900,-0.078945,51.520224,48,3,1,1,05/09/2012,4,09:30,570,E09000001,3,10,Single carriageway,30,,Automatic traffic signal,3,10,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01000004,2012
201201CP00274,532910,180840,-0.086114,51.510809,48,3,2,1,06/09/2012,5,19:43,570,E09000001,3,10,Single carriageway,30,,Automatic traffic signal,3,10,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01000004,2012
201201CP00275,532030,180930,-0.098754,51.511824,48,3,2,1,07/09/2012,6,13:34,570,E09000001,5,0,Single carriageway,30,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01000004,2012
201201CP00276,533220,181140,-0.081536,51.513432,48,3,2,1,25/09/2012,3,09:09,570,E09000001,5,0,Single carriageway,30,,Giveway or uncontrolled,5,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01000004,2012
201201CP00277,532140,181230,-0.097058,51.514494,48,3,1,1,17/09/2012,2,14:46,570,E09000001,5,0,Single carriageway,30,,Automatic traffic signal,5,0,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01000004,2012
201201CP00278,531400,180820,-0.107869,51.510982,48,3,2,1,10/09/2012,2,07:00,570,E09000001,3,3211,Dual carriageway,40,,Giveway or uncontrolled,5,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,No,E01000004,2012
201201CP00279,531630,180810,-0.10456,51.510839,48,3,2,1,06/09/2012,5,08:35,570,E09000001,3,201,Single carriageway,30,,Automatic traffic signal,3,3211,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01000004,2012
201201CP00280,533480,181100,-0.077807,51.513011,48,3,1,1,06/09/2012,5,16:25,570,E09000001,5,0,Single carriageway,30,,Automatic traffic signal,5,0,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,None,None,1,No,E01000004,2012
201201CP00281,533310,180980,-0.080301,51.511973,48,3,1,1,07/09/2012,6,15:58,570,E09000001,5,0,Single carriageway,30,,Giveway or uncontrolled,5,0,None within 50 metres,non-junction pedestrian crossing,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01000004,2012
201201CP00282,532670,181370,-0.089371,51.515628,48,2,1,2,27/09/2012,5,18:20,570,E09000001,5,0,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01000004,2012
201201CP00283,532180,181040,-0.096553,51.512777,48,3,1,1,11/09/2012,3,08:45,570,E09000001,5,0,Single carriageway,30,,Automatic traffic signal,5,0,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,None,None,1,No,E01000004,2012
201201CP00284,532700,181110,-0.089037,51.513285,48,3,1,1,06/09/2012,5,07:30,570,E09000001,5,0,Single carriageway,30,,Automatic traffic signal,5,0,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,None,Pedestrian in carriageway (not injured),1,Yes,E01000004,2012
201201CP00285,531880,181130,-0.10084,51.513656,48,3,2,1,07/09/2012,6,09:19,570,E09000001,5,0,Single carriageway,30,,Giveway or uncontrolled,5,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01000004,2012
201201CP00286,531610,181290,-0.104669,51.515157,48,3,2,1,05/09/2012,4,18:50,570,E09000001,3,201,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01000004,2012
201201CP00287,531560,181560,-0.105288,51.517595,48,3,2,1,10/09/2012,2,18:55,570,E09000001,3,201,Single carriageway,30,,Giveway or uncontrolled,5,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01000004,2012
201201CP00288,532840,180670,-0.087186,51.509298,48,3,4,2,24/09/2012,2,07:57,570,E09000001,3,3,Single carriageway,30,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Raining without high winds,Wet/Damp,None,None,1,Yes,E01000004,2012
201201CP00289,532580,181730,-0.090532,51.518885,48,3,2,1,11/10/2012,5,08:50,570,E09000001,5,0,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01000002,2012
201201CP00291,533300,181620,-0.080203,51.517727,48,3,1,1,17/09/2012,2,00:33,570,E09000001,3,10,Single carriageway,30,,Automatic traffic signal,6,0,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01000004,2012
201201CP00292,531810,181790,-0.101601,51.519604,48,2,1,1,26/09/2012,4,07:17,570,E09000001,4,500,Single carriageway,30,,Giveway or uncontrolled,5,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01000004,2012
201201CP00293,532710,181120,-0.088889,51.513372,48,3,2,1,20/09/2012,5,07:50,570,E09000001,5,0,Single carriageway,30,,Automatic traffic signal,5,0,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,None,None,1,No,E01000004,2012
201201CP00294,532770,181770,-0.087781,51.519199,48,3,2,1,16/09/2012,1,18:00,570,E09000001,3,501,Single carriageway,30,,Automatic traffic signal,5,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01000004,2012
201201CP00295,531650,180660,-0.104328,51.509486,48,2,1,1,28/09/2012,6,23:46,570,E09000001,3,201,Single carriageway,30,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,2,Yes,E01000004,2012
201201CP00296,532360,181560,-0.093765,51.517408,48,3,1,2,20/09/2012,5,17:10,570,E09000001,3,1211,Single carriageway,30,,Automatic traffic signal,5,0,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01000002,2012
201201CP00297,532660,181110,-0.089613,51.513294,48,3,2,1,19/09/2012,4,16:15,570,E09000001,5,0,Single carriageway,30,,Automatic traffic signal,5,0,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,Roadworks,None,1,Yes,E01000004,2012
201201CP00298,531290,181580,-0.10917,51.517838,48,3,1,2,21/09/2012,6,16:15,570,E09000001,3,40,Single carriageway,30,,Giveway or uncontrolled,5,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01000917,2012
201201CP00299,532850,180850,-0.086975,51.510913,48,3,2,2,18/09/2012,3,08:11,570,E09000001,5,0,Single carriageway,30,,Automatic traffic signal,5,0,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01000004,2012
201201CP00300,533680,181330,-0.074839,51.515031,48,3,1,1,06/09/2012,5,09:50,570,E09000001,3,11,Single carriageway,30,,Giveway or uncontrolled,3,1210,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01000005,2012
201201CP00301,532870,180840,-0.08669,51.510818,48,2,2,1,12/09/2012,4,18:55,570,E09000001,5,0,Single carriageway,30,,Automatic traffic signal,3,10,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01000004,2012
201201CP00302,533180,181440,-0.081999,51.516137,48,3,2,1,27/09/2012,5,22:45,570,E09000001,3,1211,Single carriageway,30,,Automatic traffic signal,3,10,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01000004,2012
201201CP00303,533220,181140,-0.081536,51.513432,48,3,2,1,30/09/2012,1,20:15,570,E09000001,5,0,Single carriageway,30,,Giveway or uncontrolled,5,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01000004,2012
201201CP00304,533300,180710,-0.080547,51.509549,48,3,1,1,03/10/2012,4,01:15,570,E09000001,5,0,Single carriageway,30,,Automatic traffic signal,5,0,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lights present and lit,Raining with high winds,Wet/Damp,None,None,1,Yes,E01000004,2012
201201CP00305,531280,180820,-0.109597,51.51101,48,3,3,1,01/10/2012,2,16:45,570,E09000001,3,3211,Dual carriageway,40,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01000004,2012
201201CP00306,533560,181250,-0.076598,51.51434,48,3,1,1,03/10/2012,4,04:20,570,E09000001,3,11,Single carriageway,30,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Raining with high winds,Wet/Damp,None,None,1,Yes,E01000005,2012
201201CP00308,532330,181920,-0.094062,51.520651,48,3,2,1,04/10/2012,5,17:25,570,E09000001,4,100,Single carriageway,30,,Giveway or uncontrolled,5,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01000002,2012
201201CP00309,532290,180960,-0.094998,51.512033,48,2,2,1,07/10/2012,1,13:04,570,E09000001,5,0,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01000004,2012
201201CP00310,531590,181380,-0.104923,51.515971,48,3,2,1,03/10/2012,4,13:19,570,E09000001,3,201,Single carriageway,30,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01000004,2012
201201CP00311,531730,181650,-0.102806,51.518364,48,3,2,2,11/10/2012,5,23:24,570,E09000001,5,0,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Raining without high winds,Wet/Damp,None,None,1,Yes,E01000004,2012
201201CP00312,531630,181170,-0.104426,51.514074,48,3,2,2,12/10/2012,6,21:45,570,E09000001,3,201,Single carriageway,30,,Automatic traffic signal,5,0,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01000004,2012
201201CP00313,531280,181330,-0.109407,51.515593,48,3,2,1,05/10/2012,6,19:16,570,E09000001,3,4,Single carriageway,30,,Giveway or uncontrolled,3,4,None within 50 metres,Zebra crossing,Darkness: Street lights present and lit,Raining without high winds,Wet/Damp,None,None,1,Yes,E01000004,2012
201201CP00314,532450,181160,-0.092619,51.513793,48,3,1,1,04/10/2012,5,08:55,570,E09000001,5,0,Single carriageway,30,,Automatic traffic signal,5,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,No,E01000004,2012
201201CP00315,531580,181440,-0.105045,51.516512,48,3,2,1,05/10/2012,6,11:44,570,E09000001,3,201,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01000004,2012
201201CP00316,532870,180780,-0.086713,51.510279,48,3,1,1,03/10/2012,4,16:45,570,E09000001,5,0,Dual carriageway,30,,Automatic traffic signal,3,501,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01000004,2012
201201CP00317,531630,181170,-0.104426,51.514074,48,3,2,1,11/10/2012,5,18:15,570,E09000001,3,201,Single carriageway,30,,Automatic traffic signal,5,0,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lights present and lit,Raining without high winds,Wet/Damp,None,None,1,Yes,E01000004,2012
201201CP00319,532840,181520,-0.086866,51.516936,48,3,2,1,18/10/2012,5,18:50,570,E09000001,3,1211,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,No,E01000004,2012
201201CP00320,532970,180950,-0.085209,51.511783,48,3,2,3,21/10/2012,1,06:42,570,E09000001,3,10,Single carriageway,30,,Automatic traffic signal,5,0,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01000004,2012
201201CP00321,531790,180950,-0.102203,51.51206,48,3,2,2,17/10/2012,4,23:00,570,E09000001,3,3211,Single carriageway,30,,Automatic traffic signal,5,0,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lights present and lit,Fine without high winds,Wet/Damp,None,None,1,Yes,E01000004,2012
201201CP00322,533310,181360,-0.080157,51.515388,48,2,2,1,26/10/2012,6,08:53,570,E09000001,3,1211,Single carriageway,30,,Giveway or uncontrolled,5,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01000004,2012
201201CP00323,533630,180160,-0.076003,51.504528,48,3,2,1,17/10/2012,4,11:03,570,E09000001,3,100,Single carriageway,30,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,2,Yes,E01004027,2012
201201CP00324,531200,181600,-0.110459,51.518038,48,3,1,1,08/10/2012,2,14:00,570,E09000001,3,40,Single carriageway,30,,Giveway or uncontrolled,3,40,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Raining without high winds,Wet/Damp,None,None,1,Yes,E01000917,2012
201201CP00325,532440,181930,-0.092474,51.520715,48,3,2,1,11/10/2012,5,08:15,570,E09000001,5,0,Single carriageway,30,,Giveway or uncontrolled,4,100,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,No,E01000002,2012
201201CP00326,533220,181470,-0.081412,51.516398,48,3,1,1,16/10/2012,3,15:35,570,E09000001,3,10,Single carriageway,30,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,E01000004,2012
201201CP00327,532810,180860,-0.087547,51.511012,48,3,2,1,01/10/2012,2,09:00,570,E09000001,5,0,Single carriageway,30,,Giveway or uncontrolled,5,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Raining without high winds,Wet/Damp,None,None,1,Yes,E01000004,2012
